,Fft_gx,Fft_gy,Fft_gz,Fft_ax,Fft_ay,Fft_az
0,0.0,0.0,0.0,-0.3524300162662403,-0.33882674353018666,-0.3510788059279373
1,0.0,0.0,0.0,-0.3524300162662403,-0.34684538751789157,-0.3514699846844325
2,0.0,0.0,0.0,-0.3524300162662403,-0.3580146450145901,-0.3522075579284703
3,0.0,0.0,0.0,-0.3524300162662403,-0.3664518982183738,-0.3526220433604678
4,0.0,0.0,0.0,-0.3524300162662403,-0.36805577614535145,-0.35230830441873473
5,0.0,0.0,0.0,-0.3524300162662403,-0.362265525751582,-0.35137120991775317
6,0.0,0.0,0.0,-0.3524300162662403,-0.3524300162662407,-0.350290484440234
7,0.0,0.0,0.0,-0.3524300162662403,-0.34301106135380993,-0.3495864329950696
8,0.0,0.0,0.0,-0.3524300162662403,-0.3373653139368726,-0.34955389211778937
9,0.0,0.0,0.0,-0.3524300162662403,-0.3371439152703076,-0.35008938859560745
10,0.0,0.0,0.0,-0.3524300162662403,-0.3412565383802246,-0.35088327213580023
11,0.0,0.0,0.0,-0.3524300162662403,-0.34688755897528184,-0.3517128399904744
12,0.0,0.0,0.0,-0.3524300162662403,-0.35083256406187574,-0.3525006078857027
13,0.0,0.0,0.0,-0.3524300162662403,-0.35201833728459614,-0.3531634983569113
14,0.0,0.0,0.0,-0.3524300162662403,-0.3534366127958775,-0.3535440357418961
15,0.0,0.0,0.0,-0.3524300162662403,-0.35912411569620417,-0.35347870126061753
16,0.0,0.0,0.0,-0.3524300162662403,-0.36905089056348955,-0.35303943631483914
17,0.0,0.0,0.0,-0.3524300162662403,-0.3788394063483719,-0.3525139083420166
18,0.0,0.0,0.0,-0.3524300162662403,-0.38252722404377576,-0.3521714727507878
19,0.0,0.0,0.0,-0.3524300162662403,-0.3766156573543025,-0.3521415311315416
20,0.0,0.0,0.0,-0.3524300162662403,-0.363233055141074,-0.35238842485258937
21,0.0,0.0,0.0,-0.3524300162662403,-0.3486338773729259,-0.35274404008574606
22,0.0,0.0,0.0,-0.3524300162662403,-0.33917614548957464,-0.35300978600424004
23,0.0,0.0,0.0,-0.3524300162662403,-0.3373102986786556,-0.35314822544454977
24,0.0,0.0,0.0,-0.3524300162662403,-0.3407700103636549,-0.35332816410216955
25,0.0,0.0,0.0,-0.3524300162662403,-0.3448313746372412,-0.35372401337388376
26,0.0,0.0,0.0,-0.3524300162662403,-0.34559751042824144,-0.3542624403633845
27,0.0,0.0,0.0,-0.3524300162662403,-0.34247375130929053,-0.3545540527251762
28,0.0,0.0,0.0,-0.3524300162662403,-0.3384203789116017,-0.35416344713586734
29,0.0,0.0,0.0,-0.3524300162662403,-0.33756517780856427,-0.3529987110990255
30,0.0,0.0,0.0,-0.3524300162662403,-0.3412565383802246,-0.3513951211919232
31,0.0,0.0,0.0,-0.3524300162662403,-0.34647912309751394,-0.3499645002779698
32,0.0,0.0,0.0,-0.3524300162662403,-0.350249072132781,-0.34926200815293257
33,0.0,0.0,0.0,-0.3524300162662403,-0.35361101105451753,-0.3494364701778715
34,0.0,0.0,0.0,-0.3524300162662403,-0.3595300127952089,-0.35022015512972415
35,0.0,0.0,0.0,-0.3524300162662403,-0.36905089056348955,-0.3511669688542737
36,0.0,0.0,0.0,-0.3524300162662403,-0.3788394063483719,-0.35192570341941265
37,0.0,0.0,0.0,-0.3524300162662403,-0.38295963000240546,-0.3524300162662402
38,0.0,0.0,0.0,-0.3524300162662403,-0.3772817148942189,-0.35290526647772025
39,0.0,0.0,0.0,-0.3524300162662403,-0.3620495676828913,-0.3536804079195648
40,0.0,0.0,0.0,-0.3524300162662403,-0.3428104648495902,-0.3547647305126138
41,0.0,0.0,0.0,-0.3524300162662403,-0.3275783176382628,-0.35573151095188027
42,0.0,0.0,0.0,-0.3524300162662403,-0.32190040253007624,-0.35599587530251237
43,0.0,0.0,0.0,-0.3524300162662403,-0.3260206261841096,-0.3552106281913764
44,0.0,0.0,0.0,-0.3524300162662403,-0.33580914196899175,-0.35348289016916346
45,0.0,0.0,0.0,-0.3524300162662403,-0.3457359168362776,-0.35134796120811207
46,0.0,0.0,0.0,-0.3524300162662403,-0.3514234197366039,-0.3495790457361852
47,0.0,0.0,0.0,-0.3524300162662403,-0.3524300162662407,-0.3489082558449543
48,0.0,0.0,0.0,-0.3524300162662403,-0.35302574901728084,-0.3496066299038809
49,0.0,0.0,0.0,-0.3524300162662403,-0.3585250506177941,-0.35127573399222767
50,0.0,0.0,0.0,-0.3524300162662403,-0.37014302302329916,-0.3530382850886333
51,0.0,0.0,0.0,-0.3524300162662403,-0.3841968510746118,-0.3541032333394593
52,0.0,0.0,0.0,-0.3524300162662403,-0.3941217648672333,-0.3542009124987702
53,0.0,0.0,0.0,-0.3524300162662403,-0.393036312223389,-0.3535453200800914
54,0.0,0.0,0.0,-0.3524300162662403,-0.37781648628651815,-0.3525978405253084
55,0.0,0.0,0.0,-0.3524300162662403,-0.3524300162662407,-0.3518028312820918
56,0.0,0.0,0.0,-0.3524300162662403,-0.3270435462459632,-0.35135586100533606
57,0.0,0.0,0.0,-0.3524300162662403,-0.3118237203090931,-0.35121790932299335
58,0.0,0.0,0.0,-0.3524300162662403,-0.3107382676652485,-0.35124848330395
59,0.0,0.0,0.0,-0.3524300162662403,-0.3206631814578694,-0.3513033538016828
60,0.0,0.0,0.0,-0.3524300162662403,-0.33471700950918176,-0.351339580389632
61,0.0,0.0,0.0,-0.3524300162662403,-0.3459297401497153,-0.35142828111741725
62,0.0,0.0,0.0,-0.3524300162662403,-0.3516592062667587,-0.3516416015459333
63,0.0,0.0,0.0,-0.3524300162662403,-0.3546109603997006,-0.35196763056330327
64,0.0,0.0,0.0,-0.3524300162662403,-0.3583809094349672,-0.35235941090421247
65,0.0,0.0,0.0,-0.3524300162662403,-0.36360349415225707,-0.35287623445031713
66,0.0,0.0,0.0,-0.3524300162662403,-0.36771611726217446,-0.3536804079195648
67,0.0,0.0,0.0,-0.3524300162662403,-0.36749471859560917,-0.3547647305126138
68,0.0,0.0,0.0,-0.3524300162662403,-0.36184897117867126,-0.35573151095188027
69,0.0,0.0,0.0,-0.3524300162662403,-0.3524300162662407,-0.35599587530251237
70,0.0,0.0,0.0,-0.3524300162662403,-0.34301106135380993,-0.3551813556837
71,0.0,0.0,0.0,-0.3524300162662403,-0.3373653139368726,-0.3534117000553354
72,0.0,0.0,0.0,-0.3524300162662403,-0.33673669900359215,-0.3514200725268532
73,0.0,0.0,0.0,-0.3524300162662403,-0.34028909734696433,-0.350128740116745
74,0.0,0.0,0.0,-0.3524300162662403,-0.3471142224240203,-0.35004876089907605
